1.000000000000000000e+00,1.000000000000000000e+02,5.000000000000000000e-01,3.170577368453488254e-01,1.000000000000000000e+02,1.084881923072853169e+03,2.641974267138915700e+00,4.050001596566417561e+00,1.855700406859000617e+00
1.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+00,2.404112539972147466e-01,1.000000000000000000e+02,2.346390168052497302e+03,2.644453109783598599e+00,4.046205228753556149e+00,1.743444611457371396e+00
1.000000000000000000e+00,1.000000000000000000e+02,1.500000000000000000e+00,2.215749720867725425e-01,1.000000000000000000e+02,3.086337363014353286e+03,2.641463928786998316e+00,4.050784068406191096e+00,1.871050798311991059e+00
1.000000000000000000e+00,1.000000000000000000e+02,2.000000000000000000e+00,2.276072804160741980e-01,1.000000000000000000e+02,3.169239098389279661e+03,2.640818669129562313e+00,4.051773840089829548e+00,1.889079661909129682e+00
1.000000000000000000e+00,1.000000000000000000e+02,2.500000000000000000e+00,2.356612121416871986e-01,1.000000000000000000e+02,3.135858248804806863e+03,2.640801997683941416e+00,4.051799419034143313e+00,1.889528347962451393e+00
1.000000000000000000e+00,1.000000000000000000e+02,3.000000000000000000e+00,2.433198729115195469e-01,1.000000000000000000e+02,3.076009036259195909e+03,2.640904110077709088e+00,4.051642753392189711e+00,1.886767633951020429e+00
1.000000000000000000e+00,1.000000000000000000e+02,3.500000000000000000e+00,2.505321447885515140e-01,1.000000000000000000e+02,3.006147508709242175e+03,2.641078521955257497e+00,4.051375190495479117e+00,1.881980589241291746e+00
1.000000000000000000e+00,1.000000000000000000e+02,4.000000000000000000e+00,2.574552862966765776e-01,1.000000000000000000e+02,2.930930610257261378e+03,2.641317373251794720e+00,4.051008829289965085e+00,1.875267473860675604e+00
1.000000000000000000e+00,1.000000000000000000e+02,5.000000000000000000e-01,3.804692842144185572e-01,1.200000000000000000e+02,1.084881923072853169e+03,2.894137804920327905e+00,3.697128720618939823e+00,1.855700406859000617e+00
1.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+00,2.884935047966576960e-01,1.200000000000000000e+02,2.346390168052497302e+03,2.896853240986324796e+00,3.693663126806122854e+00,1.743444611457371396e+00
1.000000000000000000e+00,1.000000000000000000e+02,1.500000000000000000e+00,2.658899665041269955e-01,1.200000000000000000e+02,3.086337363014353286e+03,2.893578757265717005e+00,3.697843016414368744e+00,1.871050798311991059e+00
1.000000000000000000e+00,1.000000000000000000e+02,2.000000000000000000e+00,2.731287364992890376e-01,1.200000000000000000e+02,3.169239098389279661e+03,2.892871910726065199e+00,3.698746550210882944e+00,1.889079661909129682e+00
1.000000000000000000e+00,1.000000000000000000e+02,2.500000000000000000e+00,2.827934545700246383e-01,1.200000000000000000e+02,3.135858248804806863e+03,2.892853648072400752e+00,3.698769900485544770e+00,1.889528347962451393e+00
1.000000000000000000e+00,1.000000000000000000e+02,3.000000000000000000e+00,2.919838474938235007e-01,1.200000000000000000e+02,3.076009036259195909e+03,2.892965506595335246e+00,3.698626884975404927e+00,1.886767633951020429e+00
1.000000000000000000e+00,1.000000000000000000e+02,3.500000000000000000e+00,3.006385737462617946e-01,1.200000000000000000e+02,3.006147508709242175e+03,2.893156565234595412e+00,3.698382634585271944e+00,1.881980589241291746e+00
1.000000000000000000e+00,1.000000000000000000e+02,4.000000000000000000e+00,3.089463435560119153e-01,1.200000000000000000e+02,2.930930610257261378e+03,2.893418213720600818e+00,3.698048194091181351e+00,1.875267473860675604e+00
1.000000000000000000e+00,1.000000000000000000e+02,5.000000000000000000e-01,4.438808315834882889e-01,1.400000000000000000e+02,1.084881923072853169e+03,3.126026109857993340e+00,3.422876080995392201e+00,1.855700406859000617e+00
1.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+00,3.365757555961006453e-01,1.400000000000000000e+02,2.346390168052497302e+03,3.128959116029131238e+00,3.419667564585838981e+00,1.743444611457371396e+00
1.000000000000000000e+00,1.000000000000000000e+02,1.500000000000000000e+00,3.102049609214815318e-01,1.400000000000000000e+02,3.086337363014353286e+03,3.125422269376728401e+00,3.423537390399983504e+00,1.871050798311991059e+00
1.000000000000000000e+00,1.000000000000000000e+02,2.000000000000000000e+00,3.186501925825038217e-01,1.400000000000000000e+02,3.169239098389279661e+03,3.124658787853886732e+00,3.424373900149620287e+00,1.889079661909129682e+00
1.000000000000000000e+00,1.000000000000000000e+02,2.500000000000000000e+00,3.299256969983621057e-01,1.400000000000000000e+02,3.135858248804806863e+03,3.124639061933409678e+00,3.424395518303237296e+00,1.889528347962451393e+00
1.000000000000000000e+00,1.000000000000000000e+02,3.000000000000000000e+00,3.406478220761273712e-01,1.400000000000000000e+02,3.076009036259195909e+03,3.124759882947083511e+00,3.424263111669370918e+00,1.886767633951020429e+00
1.000000000000000000e+00,1.000000000000000000e+02,3.500000000000000000e+00,3.507450027039721308e-01,1.400000000000000000e+02,3.006147508709242175e+03,3.124966249863623258e+00,3.424036979748807941e+00,1.881980589241291746e+00
1.000000000000000000e+00,1.000000000000000000e+02,4.000000000000000000e+00,3.604374008153472531e-01,1.400000000000000000e+02,2.930930610257261378e+03,3.125248862528944738e+00,3.423727348017201244e+00,1.875267473860675604e+00
1.000000000000000000e+00,1.000000000000000000e+02,5.000000000000000000e-01,5.072923789525580762e-01,1.600000000000000000e+02,1.084881923072853169e+03,3.341862481485248004e+00,3.201807393117062528e+00,1.855700406859000617e+00
1.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+00,3.846580063955435946e-01,1.600000000000000000e+02,2.346390168052497302e+03,3.344997996972589593e+00,3.198806100835964283e+00,1.743444611457371396e+00
1.000000000000000000e+00,1.000000000000000000e+02,1.500000000000000000e+00,3.545199553388360680e-01,1.600000000000000000e+02,3.086337363014353286e+03,3.341216948857489655e+00,3.202425991421719687e+00,1.871050798311991059e+00
1.000000000000000000e+00,1.000000000000000000e+02,2.000000000000000000e+00,3.641716486657187724e-01,1.600000000000000000e+02,3.169239098389279661e+03,3.340400752777602289e+00,3.203208474642678549e+00,1.889079661909129682e+00
1.000000000000000000e+00,1.000000000000000000e+02,2.500000000000000000e+00,3.770579394266995177e-01,1.600000000000000000e+02,3.135858248804806863e+03,3.340379664881582666e+00,3.203228696573722445e+00,1.889528347962451393e+00
1.000000000000000000e+00,1.000000000000000000e+02,3.000000000000000000e+00,3.893117966584312972e-01,1.600000000000000000e+02,3.076009036259195909e+03,3.340508827978237782e+00,3.203104841508805478e+00,1.886767633951020429e+00
1.000000000000000000e+00,1.000000000000000000e+02,3.500000000000000000e+00,4.008514316616823558e-01,1.600000000000000000e+02,3.006147508709242175e+03,3.340729443491853523e+00,3.202893314466066066e+00,1.881980589241291746e+00
1.000000000000000000e+00,1.000000000000000000e+02,4.000000000000000000e+00,4.119284580746826463e-01,1.600000000000000000e+02,2.930930610257261378e+03,3.341031569139510271e+00,3.202603680502129180e+00,1.875267473860675604e+00
1.000000000000000000e+00,1.000000000000000000e+02,5.000000000000000000e-01,5.707039263216279190e-01,1.800000000000000000e+02,1.084881923072853169e+03,3.544580433676682851e+00,3.018692959635062678e+00,1.855700406859000617e+00
1.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+00,4.327402571949864329e-01,1.800000000000000000e+02,2.346390168052497302e+03,3.547906150072103859e+00,3.015863314136013607e+00,1.743444611457371396e+00
1.000000000000000000e+00,1.000000000000000000e+02,1.500000000000000000e+00,3.988349497561906043e-01,1.800000000000000000e+02,3.086337363014353286e+03,3.543895742928835357e+00,3.019276179709800445e+00,1.871050798311991059e+00
1.000000000000000000e+00,1.000000000000000000e+02,2.000000000000000000e+00,4.096931047489336120e-01,1.800000000000000000e+02,3.169239098389279661e+03,3.543030036254536164e+00,3.020013911965406805e+00,1.889079661909129682e+00
1.000000000000000000e+00,1.000000000000000000e+02,2.500000000000000000e+00,4.241901818550370407e-01,1.800000000000000000e+02,3.135858248804806863e+03,3.543007669163122042e+00,3.020032977384832673e+00,1.889528347962451393e+00
1.000000000000000000e+00,1.000000000000000000e+02,3.000000000000000000e+00,4.379757712407352233e-01,1.800000000000000000e+02,3.076009036259195909e+03,3.543144667315406338e+00,3.019916205709784585e+00,1.886767633951020429e+00
1.000000000000000000e+00,1.000000000000000000e+02,3.500000000000000000e+00,4.509578606193926920e-01,1.800000000000000000e+02,3.006147508709242175e+03,3.543378665403976058e+00,3.019716776101350142e+00,1.881980589241291746e+00
1.000000000000000000e+00,1.000000000000000000e+02,4.000000000000000000e+00,4.634195153340179285e-01,1.800000000000000000e+02,2.930930610257261378e+03,3.543699118045319008e+00,3.019443706581400821e+00,1.875267473860675604e+00
1.000000000000000000e+00,1.000000000000000000e+02,5.000000000000000000e-01,6.341154736906976508e-01,2.000000000000000000e+02,1.084881923072853169e+03,3.736315840028573643e+00,2.863783592748457618e+00,1.855700406859000617e+00
1.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+00,4.808225079944294933e-01,2.000000000000000000e+02,2.346390168052497302e+03,3.739821452915672584e+00,2.861099155324105414e+00,1.743444611457371396e+00
1.000000000000000000e+00,1.000000000000000000e+02,1.500000000000000000e+00,4.431499441735450850e-01,2.000000000000000000e+02,3.086337363014353286e+03,3.735594112609891937e+00,2.864336883892449670e+00,1.871050798311991059e+00
1.000000000000000000e+00,1.000000000000000000e+02,2.000000000000000000e+00,4.552145608321483961e-01,2.000000000000000000e+02,3.169239098389279661e+03,3.734681577651093765e+00,2.865036758161776831e+00,1.889079661909129682e+00
1.000000000000000000e+00,1.000000000000000000e+02,2.500000000000000000e+00,4.713224242833743971e-01,2.000000000000000000e+02,3.135858248804806863e+03,3.734658000666593036e+00,2.865054845206756351e+00,1.889528347962451393e+00
1.000000000000000000e+00,1.000000000000000000e+02,3.000000000000000000e+00,4.866397458230390938e-01,2.000000000000000000e+02,3.076009036259195909e+03,3.734802409398744860e+00,2.864944065868952450e+00,1.886767633951020429e+00
1.000000000000000000e+00,1.000000000000000000e+02,3.500000000000000000e+00,5.010642895771030281e-01,2.000000000000000000e+02,3.006147508709242175e+03,3.735049065041413208e+00,2.864754870330294079e+00,1.881980589241291746e+00
1.000000000000000000e+00,1.000000000000000000e+02,4.000000000000000000e+00,5.149105725933531552e-01,2.000000000000000000e+02,2.930930610257261378e+03,3.735386851784366247e+00,2.864495813837511839e+00,1.875267473860675604e+00
1.000000000000000000e+00,1.000000000000000000e+02,5.000000000000000000e-01,6.975270210597673826e-01,2.200000000000000000e+02,1.084881923072853169e+03,3.918681112580260528e+00,2.730510519380989098e+00,1.855700406859000617e+00
1.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+00,5.289047587938723316e-01,2.200000000000000000e+02,2.346390168052497302e+03,3.922357830394509470e+00,2.727951008723698223e+00,1.743444611457371396e+00
1.000000000000000000e+00,1.000000000000000000e+02,1.500000000000000000e+00,4.874649385908996213e-01,2.200000000000000000e+02,3.086337363014353286e+03,3.917924158477580576e+00,2.731038061787746329e+00,1.871050798311991059e+00
1.000000000000000000e+00,1.000000000000000000e+02,2.000000000000000000e+00,5.007360169153631801e-01,2.200000000000000000e+02,3.169239098389279661e+03,3.916967083738528199e+00,2.731705365720725531e+00,1.889079661909129682e+00
1.000000000000000000e+00,1.000000000000000000e+02,2.500000000000000000e+00,5.184546667117118091e-01,2.200000000000000000e+02,3.135858248804806863e+03,3.916942355988570768e+00,2.731722611041463189e+00,1.889528347962451393e+00
1.000000000000000000e+00,1.000000000000000000e+02,3.000000000000000000e+00,5.353037204053431308e-01,2.200000000000000000e+02,3.076009036259195909e+03,3.917093813144604919e+00,2.731616987087205572e+00,1.886767633951020429e+00
1.000000000000000000e+00,1.000000000000000000e+02,3.500000000000000000e+00,5.511707185348133642e-01,2.200000000000000000e+02,3.006147508709242175e+03,3.917352507765086589e+00,2.731436596219042556e+00,1.881980589241291746e+00
1.000000000000000000e+00,1.000000000000000000e+02,4.000000000000000000e+00,5.664016298526886040e-01,2.200000000000000000e+02,2.930930610257261378e+03,3.917706781489890044e+00,2.731189595544674109e+00,1.875267473860675604e+00
1.000000000000000000e+00,1.000000000000000000e+02,5.000000000000000000e-01,7.609385684288371143e-01,2.400000000000000000e+02,1.084881923072853169e+03,4.092928935095026866e+00,2.614264789269197031e+00,1.855700406859000617e+00
1.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+00,5.769870095933153920e-01,2.400000000000000000e+02,2.346390168052497302e+03,4.096769141607317088e+00,2.611814244383315664e+00,1.743444611457371396e+00
1.000000000000000000e+00,1.000000000000000000e+02,1.500000000000000000e+00,5.317799330082539910e-01,2.400000000000000000e+02,3.086337363014353286e+03,4.092138322319863519e+00,2.614769872669917561e+00,1.871050798311991059e+00
1.000000000000000000e+00,1.000000000000000000e+02,2.000000000000000000e+00,5.462574729985780753e-01,2.400000000000000000e+02,3.169239098389279661e+03,4.091138690356971530e+00,2.615408767544463942e+00,1.889079661909129682e+00
1.000000000000000000e+00,1.000000000000000000e+02,2.500000000000000000e+00,5.655869091400492765e-01,2.400000000000000000e+02,3.135858248804806863e+03,4.091112863064473970e+00,2.615425278682020238e+00,1.889528347962451393e+00
1.000000000000000000e+00,1.000000000000000000e+02,3.000000000000000000e+00,5.839676949876470013e-01,2.400000000000000000e+02,3.076009036259195909e+03,4.091271054904675353e+00,2.615324151444985201e+00,1.886767633951020429e+00
1.000000000000000000e+00,1.000000000000000000e+02,3.500000000000000000e+00,6.012771474925235893e-01,2.400000000000000000e+02,3.006147508709242175e+03,4.091541252623525082e+00,2.615151440337815103e+00,1.881980589241291746e+00
