Axial Distance,Radial Diastance,Area Ratio,Axial Distance,Radial Distance
in,in,Unitless,m,m
,,1.551482835,0.138165,0.0146477
,,1.551482835,0.138348,0.0146477
,,1.582124717,0.138531,0.014791639
,,1.582124717,0.138714,0.014791639
,,1.582124717,0.138897,0.014791639
,,1.613066236,0.13908,0.014935578
,,1.613066236,0.139263,0.014935578
,,1.613066236,0.139446,0.014935578
,,1.644307393,0.139629,0.015079518
,,1.644307393,0.139812,0.015079518
,,1.644307393,0.139995,0.015079518
,,1.675848188,0.140178,0.015223457
,,1.675848188,0.140361,0.015223457
,,1.675848188,0.140544,0.015223457
,,1.707688621,0.140727,0.015367396
,,1.707688621,0.14091,0.015367396
,,1.707688621,0.141093,0.015367396
,,1.739828691,0.141276,0.015511336
,,1.739828691,0.141459,0.015511336
,,1.739828691,0.141642,0.015511336
,,1.7722684,0.141825,0.015655275
,,1.7722684,0.142008,0.015655275
,,1.7722684,0.142191,0.015655275
,,1.805007746,0.142374,0.015799214
,,1.805007746,0.142557,0.015799214
,,1.805007746,0.14274,0.015799214
,,1.83804673,0.142923,0.015943153
,,1.83804673,0.143106,0.015943153
,,1.83804673,0.143289,0.015943153
,,1.871385352,0.143472,0.016087093
,,1.871385352,0.143655,0.016087093
,,1.871385352,0.143838,0.016087093
,,1.905023611,0.144021,0.016231032
,,1.905023611,0.144204,0.016231032
,,1.905023611,0.144387,0.016231032
,,1.938961509,0.14457,0.016374971
,,1.938961509,0.144753,0.016374971
,,1.938961509,0.144936,0.016374971
,,1.973199044,0.145119,0.01651891
,,1.973199044,0.145302,0.01651891
,,1.973199044,0.145485,0.01651891
,,2.007736217,0.145668,0.01666285
,,2.007736217,0.145851,0.01666285
,,2.007736217,0.146034,0.01666285
,,2.042573028,0.146217,0.016806789
,,2.042573028,0.1464,0.016806789
,,2.042573028,0.146583,0.016806789
,,2.077709477,0.146766,0.016950728
,,2.077709477,0.146949,0.016950728
,,2.077709477,0.147132,0.016950728
,,2.113145564,0.147315,0.017094667
,,2.113145564,0.147498,0.017094667
,,2.113145564,0.147681,0.017094667
,,2.148881288,0.147864,0.017238607
,,2.148881288,0.148047,0.017238607
,,2.148881288,0.14823,0.017238607
,,2.18491665,0.148413,0.017382546
,,2.18491665,0.148596,0.017382546
,,2.18491665,0.148779,0.017382546
,,2.22125165,0.148962,0.017526485
,,2.22125165,0.149145,0.017526485
,,2.22125165,0.149328,0.017526485
,,2.257886288,0.149511,0.017670424
,,2.257886288,0.149694,0.017670424
,,2.257886288,0.149877,0.017670424
,,2.294820564,0.15006,0.017814364
,,2.294820564,0.150243,0.017814364
,,2.332054478,0.150426,0.017958303
,,2.332054478,0.150609,0.017958303
,,2.332054478,0.150792,0.017958303
,,2.369588029,0.150975,0.018102242
,,2.369588029,0.151158,0.018102242
,,2.369588029,0.151341,0.018102242
,,2.407421218,0.151524,0.018246181
,,2.407421218,0.151707,0.018246181
,,2.407421218,0.15189,0.018246181
,,2.445554045,0.152073,0.018390121
,,2.445554045,0.152256,0.018390121
,,2.445554045,0.152439,0.018390121
,,2.48398651,0.152622,0.01853406
,,2.48398651,0.152805,0.01853406
,,2.48398651,0.152988,0.01853406
,,2.522718613,0.153171,0.018677999
,,2.522718613,0.153354,0.018677999
,,2.522718613,0.153537,0.018677999
,,2.561750353,0.15372,0.018821938
,,2.561750353,0.153903,0.018821938
,,2.561750353,0.154086,0.018821938
,,2.601081731,0.154269,0.018965878
,,2.601081731,0.154452,0.018965878
,,2.601081731,0.154635,0.018965878
,,2.640712747,0.154818,0.019109817
,,2.640712747,0.155001,0.019109817
,,2.640712747,0.155184,0.019109817
,,2.680643401,0.155367,0.019253756
,,2.680643401,0.15555,0.019253756
,,2.680643401,0.155733,0.019253756
,,2.720873693,0.155916,0.019397696
,,2.720873693,0.156099,0.019397696
,,2.720873693,0.156282,0.019397696
,,2.761403623,0.156465,0.019541635
,,2.761403623,0.156648,0.019541635
,,2.761403623,0.156831,0.019541635
,,2.80223319,0.157014,0.019685574
,,2.80223319,0.157197,0.019685574
,,2.80223319,0.15738,0.019685574
,,2.843362395,0.157563,0.019829513
,,2.843362395,0.157746,0.019829513
,,2.843362395,0.157929,0.019829513
,,2.884791238,0.158112,0.019973453
,,2.884791238,0.158295,0.019973453
,,2.884791238,0.158478,0.019973453
,,2.926519719,0.158661,0.020117392
,,2.926519719,0.158844,0.020117392
,,2.926519719,0.159027,0.020117392
,,2.968547838,0.15921,0.020261331
,,2.968547838,0.159393,0.020261331
,,2.968547838,0.159576,0.020261331
,,3.010875595,0.159759,0.02040527
,,3.010875595,0.159942,0.02040527
,,3.010875595,0.160125,0.02040527
,,3.053502989,0.160308,0.02054921
,,3.053502989,0.160491,0.02054921
,,3.053502989,0.160674,0.02054921
,,3.096430021,0.160857,0.020693149
,,3.096430021,0.16104,0.020693149
,,3.096430021,0.161223,0.020693149
,,3.139656691,0.161406,0.020837088
,,3.139656691,0.161589,0.020837088
,,3.139656691,0.161772,0.020837088
,,3.183182999,0.161955,0.020981027
,,3.183182999,0.162138,0.020981027
,,3.183182999,0.162321,0.020981027
,,3.227008945,0.162504,0.021124967
,,3.227008945,0.162687,0.021124967
,,3.227008945,0.16287,0.021124967
,,3.271134528,0.163053,0.021268906
,,3.271134528,0.163236,0.021268906
,,3.271134528,0.163419,0.021268906
,,3.315559749,0.163602,0.021412845
,,3.315559749,0.163785,0.021412845
,,3.315559749,0.163968,0.021412845
,,3.360284608,0.164151,0.021556784
,,3.360284608,0.164334,0.021556784
,,3.360284608,0.164517,0.021556784
,,3.405309105,0.1647,0.021700724
,,3.405309105,0.164883,0.021700724
,,3.405309105,0.165066,0.021700724
,,3.45063324,0.165249,0.021844663
,,3.45063324,0.165432,0.021844663
,,3.45063324,0.165615,0.021844663
,,3.496257013,0.165798,0.021988602
,,3.496257013,0.165981,0.021988602
,,3.496257013,0.166164,0.021988602
,,3.542180423,0.166347,0.022132541
,,3.542180423,0.16653,0.022132541
,,3.588403471,0.166713,0.022276481
,,3.588403471,0.166896,0.022276481
,,3.588403471,0.167079,0.022276481
,,3.634926157,0.167262,0.02242042
,,3.634926157,0.167445,0.02242042
,,3.634926157,0.167628,0.02242042
,,3.681748481,0.167811,0.022564359
,,3.681748481,0.167994,0.022564359
,,3.681748481,0.168177,0.022564359
,,3.728870443,0.16836,0.022708299
,,3.728870443,0.168543,0.022708299
,,3.728870443,0.168726,0.022708299
,,3.776292042,0.168909,0.022852238
,,3.776292042,0.169092,0.022852238
,,3.776292042,0.169275,0.022852238
,,3.82401328,0.169458,0.022996177
,,3.82401328,0.169641,0.022996177
,,3.82401328,0.169824,0.022996177
,,3.872034155,0.170007,0.023140116
,,3.872034155,0.17019,0.023140116
,,3.872034155,0.170373,0.023140116
,,3.920354668,0.170556,0.023284056
,,3.920354668,0.170739,0.023284056
,,3.920354668,0.170922,0.023284056
,,3.968974819,0.171105,0.023427995
,,3.968974819,0.171288,0.023427995
,,3.968974819,0.171471,0.023427995
,,4.017894607,0.171654,0.023571934
,,4.017894607,0.171837,0.023571934
,,4.017894607,0.17202,0.023571934
,,4.067114034,0.172203,0.023715873
,,4.067114034,0.172386,0.023715873
,,4.067114034,0.172569,0.023715873
,,4.116633098,0.172752,0.023859813
,,4.116633098,0.172935,0.023859813
,,4.116633098,0.173118,0.023859813
,,4.1664518,0.173301,0.024003752
,,4.1664518,0.173484,0.024003752
,,4.1664518,0.173667,0.024003752
,,4.21657014,0.17385,0.024147691
,,4.21657014,0.174033,0.024147691
,,4.21657014,0.174216,0.024147691
,,4.266988118,0.174399,0.02429163
,,4.266988118,0.174582,0.02429163
,,4.266988118,0.174765,0.02429163
,,4.317705733,0.174948,0.02443557
,,4.317705733,0.175131,0.02443557
,,4.317705733,0.175314,0.02443557
,,4.368722986,0.175497,0.024579509
,,4.368722986,0.17568,0.024579509
,,4.368722986,0.175863,0.024579509
,,4.420039878,0.176046,0.024723448
,,4.420039878,0.176229,0.024723448
,,4.420039878,0.176412,0.024723448
,,4.471656407,0.176595,0.024867387
,,4.471656407,0.176778,0.024867387
,,4.471656407,0.176961,0.024867387
,,4.523572574,0.177144,0.025011327
,,4.523572574,0.177327,0.025011327
,,4.523572574,0.17751,0.025011327
,,4.575788378,0.177693,0.025155266
,,4.575788378,0.177876,0.025155266
,,4.575788378,0.178059,0.025155266
,,4.628303821,0.178242,0.025299205
,,4.628303821,0.178425,0.025299205
,,4.628303821,0.178608,0.025299205
,,4.681118901,0.178791,0.025443144
,,4.681118901,0.178974,0.025443144
,,4.681118901,0.179157,0.025443144
,,4.734233619,0.17934,0.025587084
,,4.734233619,0.179523,0.025587084
,,4.734233619,0.179706,0.025587084
,,4.787647975,0.179889,0.025731023
,,4.787647975,0.180072,0.025731023
,,4.787647975,0.180255,0.025731023
,,4.841361969,0.180438,0.025874962
,,4.841361969,0.180621,0.025874962
,,4.841361969,0.180804,0.025874962
,,4.8953756,0.180987,0.026018901
,,4.8953756,0.18117,0.026018901
,,4.8953756,0.181353,0.026018901
,,4.94968887,0.181536,0.026162841
,,4.94968887,0.181719,0.026162841
,,4.94968887,0.181902,0.026162841
,,5.004301777,0.182085,0.02630678
,,5.004301777,0.182268,0.02630678
,,5.004301777,0.182268,0.02630678
,,5.004301777,0.182268,0.02630678
,,5.004301777,0.182268,0.02630678
