Axial Distance,Radial Diastance,Area Ratio,Axial Distance,Radial Distance
in,in,Unitless,m,m
,,10.49682742,0.073566,0.0381
,,10.49682742,0.073749,0.0381
,,10.49682742,0.073932,0.0381
,,10.49682742,0.074115,0.0381
,,10.49682742,0.074298,0.0381
,,10.49682742,0.074481,0.0381
,,10.49682742,0.074664,0.0381
,,10.49682742,0.074847,0.0381
,,10.49682742,0.07503,0.0381
,,10.49682742,0.075213,0.0381
,,10.49682742,0.075396,0.0381
,,10.49682742,0.075579,0.0381
,,10.49682742,0.075762,0.0381
,,10.49682742,0.075945,0.0381
,,10.49682742,0.076128,0.0381
,,10.49682742,0.076311,0.0381
,,10.49682742,0.076494,0.0381
,,10.49682742,0.076677,0.0381
,,10.49682742,0.07686,0.0381
,,10.49682742,0.077043,0.0381
,,10.49682742,0.077226,0.0381
,,10.49682742,0.077409,0.0381
,,10.49682742,0.077592,0.0381
,,10.49682742,0.077775,0.0381
,,10.49682742,0.077958,0.0381
,,10.49682742,0.078141,0.0381
,,10.49682742,0.078324,0.0381
,,10.49682742,0.078507,0.0381
,,10.49682742,0.07869,0.0381
,,10.49682742,0.078873,0.0381
,,10.49682742,0.079056,0.0381
,,10.49682742,0.079239,0.0381
,,10.49682742,0.079422,0.0381
,,10.49682742,0.079605,0.0381
,,10.49682742,0.079788,0.0381
,,10.49682742,0.079971,0.0381
,,10.49682742,0.080154,0.0381
,,10.49682742,0.080337,0.0381
,,10.49682742,0.08052,0.0381
,,10.49682742,0.080703,0.0381
,,10.49682742,0.080886,0.0381
,,10.49682742,0.081069,0.0381
,,10.49682742,0.081252,0.0381
,,10.49682742,0.081435,0.0381
,,10.49682742,0.081618,0.0381
,,10.49682742,0.081801,0.0381
,,10.49682742,0.081984,0.0381
,,10.49682742,0.082167,0.0381
,,10.49682742,0.08235,0.0381
,,10.49682742,0.082533,0.0381
,,10.49682742,0.082716,0.0381
,,10.49682742,0.082899,0.0381
,,10.49682742,0.083082,0.0381
,,10.49682742,0.083265,0.0381
,,10.49682742,0.083448,0.0381
,,10.49682742,0.083631,0.0381
,,10.49682742,0.083814,0.0381
,,10.49682742,0.083997,0.0381
,,10.49682742,0.08418,0.0381
,,10.49682742,0.084363,0.0381
,,10.49682742,0.084546,0.0381
,,10.49682742,0.084729,0.0381
,,10.49682742,0.084912,0.0381
,,10.49682742,0.085095,0.0381
,,10.49682742,0.085278,0.0381
,,10.49682742,0.085461,0.0381
,,10.49682742,0.085644,0.0381
,,10.49682742,0.085827,0.0381
,,10.49682742,0.08601,0.0381
,,10.49682742,0.086193,0.0381
,,10.49682742,0.086376,0.0381
,,10.49682742,0.086559,0.0381
,,10.49682742,0.086742,0.0381
,,10.49682742,0.086925,0.0381
,,10.49682742,0.087108,0.0381
,,10.49682742,0.087291,0.0381
,,10.49682742,0.087474,0.0381
,,10.49682742,0.087657,0.0381
,,10.49682742,0.08784,0.0381
,,10.49682742,0.088023,0.0381
,,10.49682742,0.088206,0.0381
,,10.49682742,0.088389,0.0381
,,10.49682742,0.088572,0.0381
,,10.49682742,0.088755,0.0381
,,10.49682742,0.088938,0.0381
,,10.49682742,0.089121,0.0381
,,10.49682742,0.089304,0.0381
,,10.49682742,0.089487,0.0381
,,10.49682742,0.08967,0.0381
,,10.49682742,0.089853,0.0381
,,10.49682742,0.090036,0.0381
,,10.49682742,0.090219,0.0381
,,10.49682742,0.090402,0.0381
,,10.49682742,0.090585,0.0381
,,10.49682742,0.090768,0.0381
,,10.49682742,0.090951,0.0381
,,10.49402845,0.091134,0.03809492
,,10.48843164,0.091317,0.03808476
,,10.48003921,0.0915,0.03806952
,,10.46745688,0.091683,0.03804666
,,10.45208873,0.091866,0.03801872
,,10.43394093,0.092049,0.0379857
,,10.41162682,0.092232,0.03794506
,,10.386552,0.092415,0.03789934
,,10.35872654,0.092598,0.03784854
,,10.32816164,0.092781,0.03779266
,,10.29348362,0.092964,0.03772916
,,10.2464151,0.093147,0.0376428
,,10.20635366,0.09333,0.03756914
,,10.16223899,0.093513,0.03748786
,,10.10448349,0.093696,0.03738118
,,10.05510977,0.093879,0.03728974
,,9.989466252,0.094062,0.03716782
,,9.93356598,0.094245,0.03706368
,,9.860180561,0.094428,0.03692652
,,9.784364542,0.094611,0.03678428
,,9.703457795,0.094794,0.03663188
,,9.604135415,0.094977,0.03644392
,,9.467296836,0.09516,0.036183364
,,9.365781215,0.095343,0.035988849
,,9.264812796,0.095526,0.035794333
,,9.164391578,0.095709,0.035599817
,,9.064517563,0.095892,0.035405301
,,8.965190749,0.096075,0.035210786
,,8.866411138,0.096258,0.03501627
,,8.768178728,0.096441,0.034821754
,,8.768178728,0.096624,0.034821754
,,8.67049352,0.096807,0.034627238
,,8.573355514,0.09699,0.034432723
,,8.47676471,0.097173,0.034238207
,,8.380721108,0.097356,0.034043691
,,8.285224708,0.097539,0.033849175
,,8.19027551,0.097722,0.03365466
,,8.095873514,0.097905,0.033460144
,,8.002018719,0.098088,0.033265628
,,7.908711127,0.098271,0.033071112
,,7.815950736,0.098454,0.032876597
,,7.723737547,0.098637,0.032682081
,,7.632071561,0.09882,0.032487565
,,7.540952776,0.099003,0.032293049
,,7.450381193,0.099186,0.032098534
,,7.360356811,0.099369,0.031904018
,,7.270879632,0.099552,0.031709502
,,7.270879632,0.099735,0.031709502
,,7.181949655,0.099918,0.031514987
,,7.09356688,0.100101,0.031320471
,,7.005731306,0.100284,0.031125955
,,6.918442935,0.100467,0.030931439
,,6.831701765,0.10065,0.030736924
,,6.745507797,0.100833,0.030542408
,,6.659861031,0.101016,0.030347892
,,6.574761467,0.101199,0.030153376
,,6.490209105,0.101382,0.029958861
,,6.406203945,0.101565,0.029764345
,,6.322745987,0.101748,0.029569829
,,6.23983523,0.101931,0.029375313
,,6.157471676,0.102114,0.029180798
,,6.075655324,0.102297,0.028986282
,,5.994386173,0.10248,0.028791766
,,5.913664224,0.102663,0.02859725
,,5.913664224,0.102846,0.02859725
,,5.833489477,0.103029,0.028402735
,,5.753861932,0.103212,0.028208219
,,5.674781589,0.103395,0.028013703
,,5.596248448,0.103578,0.027819187
,,5.518262509,0.103761,0.027624672
,,5.440823772,0.103944,0.027430156
,,5.363932236,0.104127,0.02723564
,,5.287587903,0.10431,0.027041124
,,5.211790771,0.104493,0.026846609
,,5.136540842,0.104676,0.026652093
,,5.061838114,0.104859,0.026457577
,,4.987682588,0.105042,0.026263062
,,4.914074264,0.105225,0.026068546
,,4.841013142,0.105408,0.02587403
,,4.768499222,0.105591,0.025679514
,,4.696532504,0.105774,0.025484999
,,4.696532504,0.105957,0.025484999
,,4.625112987,0.10614,0.025290483
,,4.554240673,0.106323,0.025095967
,,4.48391556,0.106506,0.024901451
,,4.41413765,0.106689,0.024706936
,,4.344906941,0.106872,0.02451242
,,4.276223434,0.107055,0.024317904
,,4.208087129,0.107238,0.024123388
,,4.140498026,0.107421,0.023928873
,,4.073456125,0.107604,0.023734357
,,4.006961426,0.107787,0.023539841
,,3.941013929,0.10797,0.023345325
,,3.875613633,0.108153,0.02315081
,,3.81076054,0.108336,0.022956294
,,3.746454648,0.108519,0.022761778
,,3.682695959,0.108702,0.022567262
,,3.682695959,0.108885,0.022567262
,,3.619484471,0.109068,0.022372747
,,3.556820185,0.109251,0.022178231
,,3.494703101,0.109434,0.021983715
,,3.433133219,0.109617,0.0217892
,,3.372110539,0.1098,0.021594684
,,3.311635061,0.109983,0.021400168
,,3.251706784,0.110166,0.021205652
,,3.19232571,0.110349,0.021011137
,,3.133491838,0.110532,0.020816621
,,3.075205167,0.110715,0.020622105
,,3.017465698,0.110898,0.020427589
,,2.960273431,0.111081,0.020233074
,,2.903628367,0.111264,0.020038558
,,2.847530504,0.111447,0.019844042
,,2.791979842,0.11163,0.019649526
,,2.736976383,0.111813,0.019455011
,,2.736976383,0.111996,0.019455011
,,2.682520126,0.112179,0.019260495
,,2.628611071,0.112362,0.019065979
,,2.575249217,0.112545,0.018871463
,,2.522434566,0.112728,0.018676948
,,2.470167116,0.112911,0.018482432
,,2.418446868,0.113094,0.018287916
,,2.367273822,0.113277,0.0180934
,,2.316647978,0.11346,0.017898885
,,2.266569336,0.113643,0.017704369
,,2.217037896,0.113826,0.017509853
,,2.168053658,0.114009,0.017315337
,,2.119616622,0.114192,0.017120822
,,2.071726787,0.114375,0.016926306
,,2.024384155,0.114558,0.01673179
,,2.000534008,0.114741,0.016632936
,,1.977444145,0.114924,0.01653667
,,1.93232698,0.115107,0.016346932
,,1.88844276,0.11529,0.016160242
,,1.845825488,0.115473,0.015976854
,,1.824991023,0.115656,0.01588643
,,1.78431153,0.115839,0.015708376
,,1.744832262,0.116022,0.015533624
,,1.725541964,0.116205,0.015447518
,,1.687900346,0.116388,0.0152781
,,1.65139542,0.116571,0.015111984
,,1.633623875,0.116754,0.01503045
,,1.598915404,0.116937,0.014869922
,,1.565336182,0.11712,0.01471295
,,1.549002772,0.117303,0.014635988
,,1.517124977,0.117486,0.014484604
,,1.501627965,0.117669,0.014410436
,,1.471448963,0.117852,0.014264894
,,1.456708954,0.118035,0.014193266
,,1.428174192,0.118218,0.014053566
,,1.414269506,0.118401,0.013984986
,,1.387274689,0.118584,0.013850874
,,1.374128007,0.118767,0.013785088
,,1.348674509,0.11895,0.013656818
,,1.336361568,0.119133,0.013594334
,,1.312399914,0.119316,0.013471906
,,1.300845242,0.119499,0.01341247
,,1.278377545,0.119682,0.013296138
,,1.267508881,0.119865,0.013239496
,,1.25688033,0.120048,0.01318387
,,1.236333801,0.120231,0.013075666
,,1.226458893,0.120414,0.013023342
,,1.207302468,0.120597,0.012921234
,,1.198111767,0.12078,0.012871958
,,1.189097496,0.120963,0.012823444
,,1.171778894,0.121146,0.012729718
,,1.163470087,0.121329,0.012684506
,,1.147542665,0.121512,0.012597384
,,1.139873769,0.121695,0.01255522
,,1.132414455,0.121878,0.012514072
,,1.11820872,0.122061,0.012435332
,,1.111412709,0.122244,0.012397486
,,1.104819029,0.122427,0.012360656
,,1.092322508,0.12261,0.012290552
,,1.086371037,0.122793,0.012257024
,,1.080615439,0.122976,0.012224512
,,1.069730854,0.123159,0.01216279
,,1.06459892,0.123342,0.01213358
,,1.054948795,0.123525,0.012078462
,,1.05042797,0.123708,0.012052554
,,1.046093578,0.123891,0.012027662
,,1.041988614,0.124074,0.01200404
,,1.0342861,0.124257,0.01195959
,,1.030774468,0.12444,0.01193927
,,1.027443949,0.124623,0.011919966
,,1.02132289,0.124806,0.011884406
,,1.01857438,0.124989,0.011868404
,,1.016003736,0.125172,0.011853418
,,1.011436895,0.125355,0.011826748
,,1.009439425,0.125538,0.011815064
,,1.007660734,0.125721,0.01180465
,,1.004627571,0.125904,0.01178687
,,1.003415586,0.126087,0.011779758
,,1.002377324,0.12627,0.011773662
,,1.000864155,0.126453,0.011764772
,,1.000388823,0.126636,0.011761978
,,1.000086399,0.126819,0.0117602
,,1,0.127002,0.011759692
,,1.000691294,0.127185,0.011763756
,,1.002723351,0.127368,0.011775694
,,1.005883613,0.127551,0.011794236
,,1.010611614,0.127734,0.011821922
,,1.016265009,0.127917,0.011854942
,,1.023637997,0.1281,0.011897868
,,1.051167037,0.128283,0.012056793
,,1.051167037,0.128466,0.012056793
,,1.051167037,0.128649,0.012056793
,,1.076415438,0.128832,0.012200733
,,1.076415438,0.129015,0.012200733
,,1.076415438,0.129198,0.012200733
,,1.101963476,0.129381,0.012344672
,,1.101963476,0.129564,0.012344672
,,1.101963476,0.129747,0.012344672
,,1.127811153,0.12993,0.012488611
,,1.127811153,0.130113,0.012488611
,,1.127811153,0.130296,0.012488611
,,1.153958467,0.130479,0.01263255
,,1.153958467,0.130662,0.01263255
,,1.153958467,0.130845,0.01263255
,,1.180405419,0.131028,0.01277649
,,1.180405419,0.131211,0.01277649
,,1.180405419,0.131394,0.01277649
,,1.207152008,0.131577,0.012920429
,,1.207152008,0.13176,0.012920429
,,1.207152008,0.131943,0.012920429
,,1.234198236,0.132126,0.013064368
,,1.234198236,0.132309,0.013064368
,,1.234198236,0.132492,0.013064368
,,1.261544101,0.132675,0.013208307
,,1.261544101,0.132858,0.013208307
,,1.261544101,0.133041,0.013208307
,,1.289189604,0.133224,0.013352247
,,1.289189604,0.133407,0.013352247
,,1.289189604,0.13359,0.013352247
,,1.317134745,0.133773,0.013496186
,,1.317134745,0.133956,0.013496186
,,1.345379524,0.134139,0.013640125
,,1.345379524,0.134322,0.013640125
,,1.345379524,0.134505,0.013640125
,,1.373923941,0.134688,0.013784064
,,1.373923941,0.134871,0.013784064
,,1.373923941,0.135054,0.013784064
,,1.402767996,0.135237,0.013928004
,,1.402767996,0.13542,0.013928004
,,1.402767996,0.135603,0.013928004
,,1.431911688,0.135786,0.014071943
,,1.431911688,0.135969,0.014071943
,,1.431911688,0.136152,0.014071943
,,1.461355018,0.136335,0.014215882
,,1.461355018,0.136518,0.014215882
,,1.461355018,0.136701,0.014215882
,,1.491097986,0.136884,0.014359821
,,1.491097986,0.137067,0.014359821
,,1.491097986,0.13725,0.014359821
,,1.521140592,0.137433,0.014503761
,,1.521140592,0.137616,0.014503761
,,1.521140592,0.137799,0.014503761
,,1.551482835,0.137982,0.0146477
