Timestamp,PT-TI-01 Pressure,PT-O2-05 Pressure,PT-N2-04 Pressure,PT-H2-03 Pressure,SN-H2-01 State,SN-O2-01 State,SN-N2-01 State,Spark Plug State
2025-05-09 19:35:31,0.21636199217289764,0.6446490630507462,184.9238298535347,0.584581878781318,False,False,False,False
2025-05-09 19:35:31,0.3976803627237686,0.31344095319509435,120.5748416185379,-0.16063636839389872,False,False,False,False
2025-05-09 19:35:32,0.3855927759036426,0.44355826526880193,117.14446392655373,-0.01869051456451487,False,False,False,False
2025-05-09 19:35:32,0.3493288733810189,0.38441443890333105,125.7795341014862,0.08776971399784017,False,False,False,False
2025-05-09 19:35:33,0.26471348151564733,0.28978331089019704,117.61762794852257,-0.1133210837841041,False,False,False,False
2025-05-09 19:35:33,0.14383418712765028,-0.005938056111336465,119.51023933291435,-0.19612311124801707,False,False,False,False
2025-05-09 19:35:34,0.26471348151564733,0.24246802628040243,116.3164436519146,-0.172464910149575,False,False,False,False
2025-05-09 19:35:34,0.02295546377077784,0.0768639713525765,125.66124868392944,-0.19612311124801707,False,False,False,False
2025-05-09 19:35:35,0.337240715529771,0.21881038397550512,122.23088216781616,-0.12514962553978037,False,False,False,False
2025-05-09 19:35:35,0.05921936629340063,0.005891044437884574,121.63943272829056,-0.13697816729545664,False,False,False,False
2025-05-09 19:35:36,0.21636199217289764,0.3252700537443154,117.97248420119286,0.040454429388045554,False,False,False,False
2025-05-09 19:35:36,0.31306497085839613,0.1951527416706078,120.69312703609467,-0.05417613983154368,False,False,False,False
2025-05-09 19:35:37,0.14383418712765028,0.13600835651159215,121.28456529974937,-0.08966288268566203,False,False,False,False
2025-05-09 19:35:37,-0.037484183423220685,0.05320632904767919,113.47752657532692,-0.08966288268566203,False,False,False,False
2025-05-09 19:35:38,0.010867305919528114,-0.005938056111336465,118.20906621217728,-0.06600579917430949,False,False,False,False
2025-05-09 19:35:38,-0.08583567276596948,0.05320632904767919,117.26276051998138,-0.14880782663822245,False,False,False,False
2025-05-09 19:35:39,0.02295546377077784,0.13600835651159215,113.35922998189926,0.0759411722421639,False,False,False,False
2025-05-09 19:35:39,-0.17045106463134196,0.05320632904767919,114.42383226752281,0.004967686533927207,False,False,False,False
2025-05-09 19:35:40,-0.013308438751845841,-0.11239772588014674,115.25185254216194,0.08776971399784017,False,False,False,False
2025-05-09 19:35:40,-0.04957234127446952,-0.06508244127035212,115.25185254216194,-0.06600579917430949,False,False,False,False
2025-05-09 19:35:41,-0.2913303590193381,-0.18337065279483866,112.88607713580132,0.052282971143721824,False,False,False,False
2025-05-09 19:35:41,-0.17045106463134196,-0.017767156660557504,118.20906621217728,0.12325645685195852,False,False,False,False
2025-05-09 19:35:42,50.683381173461676,908.5922662734986,8027.2192306518555,908.3902046203614,False,False,True,False
2025-05-09 19:35:42,50.151513648629184,901.897114944458,8827.67837715149,901.6477748870849,False,False,True,False
2025-05-09 19:35:43,50.103163301348694,897.2247068405152,8948.45073890686,897.4958583831789,False,False,True,False
2025-05-09 19:35:43,50.18777640908957,894.6459953308106,8968.678171157837,894.6806118011476,False,False,True,False
2025-05-09 19:35:44,49.84931484162808,892.3393671035768,8960.516387939453,892.740623664856,False,False,True,False
2025-05-09 19:35:44,9.886689554341137,243.45560712814327,3312.2369594573975,516.3109347343445,False,False,False,False
2025-05-09 19:35:45,0.651526538319886,38.89917178153992,906.7206926345825,279.43806500434874,False,False,False,False
2025-05-09 19:35:45,-0.1825392224825908,0.2306389257311814,264.17716068029404,155.09310812950133,False,False,False,False
2025-05-09 19:35:46,-0.49682447424158394,-0.05325334072113108,157.83573162555695,82.29833097457886,False,False,False,False
2025-05-09 19:35:46,-0.4847368874214588,-0.06508244127035212,131.22080859541893,40.36502839326859,False,False,False,False
2025-05-09 19:35:47,-0.44847298489883514,-0.029595698416233773,121.40286189317703,16.74280018806457,False,False,False,False
2025-05-09 19:35:47,-0.4847368874214588,-0.04142479896545481,125.06979924440384,4.393474024534225,False,False,False,False
2025-05-09 19:35:48,-0.4122096534073352,-0.029595698416233773,116.07987281680107,0.5964104205369942,False,False,False,False
2025-05-09 19:35:48,-0.3880333377048366,0.029548686742781882,116.07987281680107,0.39531962275504995,False,False,False,False
2025-05-09 19:35:49,-0.47264872957021,0.017719586193560843,121.63943272829056,0.40714928209781576,False,False,False,False
2025-05-09 19:35:49,-0.5089126320928328,0.0768639713525765,120.21997418999672,0.5964104205369942,False,False,False,False
2025-05-09 19:35:50,-0.40012149555608545,-0.14788446873426508,115.25185254216194,0.501779851317405,False,False,False,False
2025-05-09 19:35:50,-0.3759457508847115,0.10052161365747381,113.00437372922897,0.6200686216354363,False,False,False,False
2025-05-09 19:35:51,-0.36385759303346266,-0.017767156660557504,122.58573842048645,0.6792124480009072,False,False,False,False
2025-05-09 19:35:51,-0.4122096534073352,0.05320632904767919,115.01527053117752,0.5609236776828759,False,False,False,False
2025-05-09 19:35:52,-0.303417945839465,0.06503487080335546,114.778699696064,0.7146991908550255,False,False,False,False
2025-05-09 19:35:52,-0.2913303590193381,0.24246802628040243,124.5966463983059,0.7620144754648202,False,False,False,False
2025-05-09 19:35:53,-0.3396818483620878,0.3489276960492127,118.32735162973404,0.7146991908550255,False,False,False,False
2025-05-09 19:35:53,-0.43638539807870913,0.05320632904767919,122.94060584902763,0.6200686216354363,False,False,False,False
2025-05-09 19:35:54,-0.31550610369071297,0.20698128342628408,119.39195391535759,0.8093297600746148,False,False,False,False
2025-05-09 19:35:54,-0.21880255397409165,0.2306389257311814,125.30638125538826,0.8329879611730568,False,False,False,False
2025-05-09 19:35:55,-0.3275942615419627,0.31344095319509435,122.58573842048645,0.7975012183189385,False,False,False,False
2025-05-09 19:35:55,-0.15836347781121685,0.3016124114394181,116.3164436519146,0.7620144754648202,False,False,False,False
2025-05-09 19:35:56,-0.20671496715396565,0.2779547691345208,121.5211473107338,0.8329879611730568,False,False,False,False
2025-05-09 19:35:56,-0.21880255397409165,0.4199006229639046,117.61762794852257,0.7620144754648202,False,False,False,False
2025-05-09 19:35:57,-0.2913303590193381,0.31344095319509435,121.99430015683174,0.7975012183189385,False,False,False,False
2025-05-09 19:35:57,-0.013308438751845841,0.33709859549999166,118.32735162973404,0.8448165029287331,False,False,False,False
2025-05-09 19:35:58,-0.11001141743734433,0.4790450081229203,127.3172892332077,0.9512767314910882,False,False,False,False
2025-05-09 19:35:58,0.21636199217289764,0.5736761361360543,129.68305346369743,0.903960329294204,False,False,False,False
2025-05-09 19:35:59,-0.1825392224825908,0.5027026504278176,121.63943272829056,0.9631052732467644,False,False,False,False
2025-05-09 19:35:59,0.08339511096477548,0.550018493831157,124.00520813465118,0.7856726765632622,False,False,False,False
2025-05-09 19:36:00,-0.134187733139842,0.4790450081229203,123.41375869512558,0.8448165029287331,False,False,False,False
2025-05-09 19:36:00,0.04713120844215268,0.5618470355868332,126.37097236514091,0.7975012183189385,False,False,False,False
2025-05-09 19:36:01,0.0954826977849006,0.5618470355868332,126.96242180466652,0.9157899886369698,False,False,False,False
2025-05-09 19:36:01,0.1559223449789,0.6564781635999672,124.5966463983059,0.7856726765632622,False,False,False,False
2025-05-09 19:36:02,0.1559223449789,0.5736761361360543,126.60755437612534,0.7975012183189385,False,False,False,False
2025-05-09 19:36:02,0.26471348151564733,0.7037934482097619,128.2635949254036,0.6673839062452309,False,False,False,False
2025-05-09 19:36:03,0.14383418712765028,0.5973337784409516,120.69312703609467,0.7265277326107018,False,False,False,False
2025-05-09 19:36:03,0.36141703123226776,0.7392801910638802,124.12349355220795,0.7738430172204964,False,False,False,False
2025-05-09 19:36:04,0.2405377368442716,0.5973337784409516,124.47836098074913,0.6673839062452309,False,False,False,False
2025-05-09 19:36:04,0.1559223449789,0.5145317509770386,126.25268694758415,0.7620144754648202,False,False,False,False
2025-05-09 19:36:05,0.40976852057501745,0.6328205212950699,122.34916758537292,0.7856726765632622,False,False,False,False
2025-05-09 19:36:05,0.30097738403826924,0.6209914207458489,123.05890244245529,0.6673839062452309,False,False,False,False
2025-05-09 19:36:06,0.3855927759036426,0.6446490630507462,124.12349355220795,0.5372665941715233,False,False,False,False
2025-05-09 19:36:06,0.3493288733810189,0.5736761361360543,112.76779171824455,0.418977823853492,False,False,False,False
2025-05-09 19:36:07,0.42185610739514257,0.5736761361360543,116.43474024534225,0.501779851317405,False,False,False,False
2025-05-09 19:36:07,0.44603242309764113,0.7156219899654381,124.71493181586266,0.5372665941715233,False,False,False,False
2025-05-09 19:36:08,0.31306497085839613,0.4908741086721413,121.75771814584732,0.5490951359271996,False,False,False,False
2025-05-09 19:36:08,0.4822957545891411,0.44355826526880193,126.01611611247063,0.39531962275504995,False,False,False,False
2025-05-09 19:36:09,0.3493288733810189,0.6091623201966279,119.0370864868164,0.44263490736484457,False,False,False,False
2025-05-09 19:36:09,0.44603242309764113,0.6446490630507462,120.92969787120819,0.3834910809993737,False,False,False,False
2025-05-09 19:36:10,0.4822957545891411,0.550018493831157,119.9833921790123,0.3598328799009316,False,False,False,False
2025-05-09 19:36:10,0.4822957545891411,0.5263602927327149,121.16627988219261,0.22971556782722402,False,False,False,False
2025-05-09 19:36:11,0.3735046180523929,0.5263602927327149,122.46745300292969,0.1942299425601952,False,False,False,False
2025-05-09 19:36:11,0.3735046180523929,0.4790450081229203,120.10167759656906,0.052282971143721824,False,False,False,False
2025-05-09 19:36:12,0.4339442652463923,0.44355826526880193,124.47836098074913,0.12325645685195852,False,False,False,False
2025-05-09 19:36:12,0.32515312870964586,0.44355826526880193,116.43474024534225,0.15874319970607687,False,False,False,False
2025-05-09 19:36:13,0.42185610739514257,0.37258533835411,121.87601473927498,0.27703085243701864,False,False,False,False
2025-05-09 19:36:13,0.5064714992605159,0.467216466367244,123.29547327756882,0.0759411722421639,False,False,False,False
2025-05-09 19:36:14,0.32515312870964586,0.38441443890333105,118.91880106925964,0.22971556782722402,False,False,False,False
2025-05-09 19:36:14,0.4943839124403908,0.43172972351312566,119.15537190437317,0.08776971399784017,False,False,False,False
2025-05-09 19:36:15,0.3855927759036426,0.37258533835411,122.23088216781616,0.004967686533927207,False,False,False,False
2025-05-09 19:36:15,0.42185610739514257,0.4790450081229203,120.33825960755348,0.016796228289603476,False,False,False,False
2025-05-09 19:36:16,0.27680163936689617,0.28978331089019704,119.0370864868164,0.028625887632369285,False,False,False,False
2025-05-09 19:36:16,0.3976803627237686,0.37258533835411,131.22080859541893,-0.04234759807586741,False,False,False,False
2025-05-09 19:36:17,0.2405377368442716,0.38441443890333105,121.87601473927498,0.016796228289603476,False,False,False,False
2025-05-09 19:36:17,0.14383418712765028,0.06503487080335546,117.61762794852257,-0.06600579917430949,False,False,False,False
