146 2.623 2.628 2.790
	2.621 2.626 2.788
147 2.686 2.691 2.853
	2.684 2.689 2.851
148 2.748 2.753 2.915
	2.746 2.751 2.913
149 2.811 2.816 2.978
	2.809 2.814 2.976
210 0.748 0.751 0.976
	0.746 0.750 0.974
211 0.810 0.813 1.038
	0.808 0.812 1.036
212 0.873 0.876 1.101
	0.871 0.875 1.099
213 0.935 0.938 1.163
	0.933 0.937 1.161
214 0.998 1.001 1.226
	0.996 1.000 1.224
215 1.060 1.063 1.288
	1.058 1.062 1.286
216 1.123 1.126 1.351
	1.121 1.125 1.349
217 1.185 1.188 1.413
	1.183 1.187 1.411
218 1.248 1.251 1.476
	1.246 1.250 1.474
219 1.553 1.329 1.327
	1.312 1.538 1.536
220 1.373 1.376 1.601
	1.371 1.375 1.599
221 1.435 1.438 1.663
	1.433 1.437 1.661
222 1.498 1.501 1.726
	1.496 1.500 1.724
223 1.623 1.627 1.851
	1.621 1.625 1.849
224 1.748 1.752 1.976
	1.746 1.750 1.974
225 1.873 1.878 2.101
	1.871 1.876 2.099
226 1.998 2.003 2.226
	1.996 2.001 2.224
227 2.123 2.128 2.351
	2.121 2.126 2.349
228 2.248 2.253 2.476
	2.246 2.251 2.474
229 2.373 2.378 2.601
	2.371 2.376 2.599
230 2.498 2.503 2.726
	2.496 2.501 2.724
231 2.623 2.628 2.851
	2.621 2.626 2.849
232 2.748 2.753 2.976
	2.746 2.751 2.974
233 2.873 2.878 3.101
	2.871 2.876 3.099
234 2.997 3.002 3.225
	2.995 3.000 3.223
235 3.122 3.127 3.350
	3.120 3.125 3.348
236 3.247 3.252 3.475
	3.245 3.250 3.473
237 3.372 3.377 3.600
	3.370 3.375 3.598
238 3.497 3.502 3.725
	3.495 3.500 3.723
239 3.622 3.627 3.850
	3.620 3.625 3.848
240 3.747 3.752 3.975
	3.745 3.750 3.973
241 3.872 3.877 4.100
	3.870 3.875 4.098
242 3.997 4.002 4.225
	3.995 4.000 4.223
243 4.122 4.127 4.350
	4.120 4.125 4.348
244 4.247 4.252 4.475
	4.245 4.250 4.473
245 4.372 4.377 4.600
	4.370 4.375 4.598
246 4.497 4.503 4.725
	4.495 4.501 4.723
247 4.622 4.628 4.850
	4.620 4.626 4.848
325 1.498 1.502 1.848
	1.496 1.500 1.846
326 1.623 1.627 1.973
	1.621 1.625 1.971
327 1.748 1.752 2.098
	1.746 1.750 2.096
328 1.873 1.878 2.223
	1.871 1.876 2.221
329 1.998 2.003 2.348
	1.996 2.001 2.346
330 2.123 2.128 2.473
	2.121 2.126 2.471
331 2.248 2.253 2.598
	2.246 2.251 2.596
332 2.373 2.378 2.723
	2.371 2.376 2.721
333 2.498 2.503 2.848
	2.496 2.501 2.846
334 2.623 2.628 2.973
	2.621 2.626 2.971
335 2.748 2.753 3.098
	2.746 2.751 3.096
336 2.873 2.878 3.223
	2.871 2.876 3.221
337 2.997 3.002 3.347
	2.995 3.000 3.345
338 3.122 3.127 3.472
	3.120 3.125 3.470
339 3.247 3.252 3.597
	3.245 3.250 3.595
340 3.372 3.377 3.722
	3.370 3.375 3.720
341 3.497 3.502 3.847
	3.495 3.500 3.845
342 3.622 3.627 3.972
	3.620 3.625 3.970
343 3.747 3.752 4.097
	3.745 3.750 4.095
344 3.872 3.877 4.222
	3.870 3.875 4.220
345 3.997 4.002 4.347
	3.995 4.000 4.345
346 4.122 4.127 4.472
	4.120 4.125 4.470
347 4.247 4.252 4.597
	4.245 4.250 4.595
348 4.372 4.377 4.722
	4.370 4.375 4.720
349 4.497 4.502 4.847
	4.495 4.500 4.845
425 4.497 4.503 4.959
	4.494 4.501 4.956
426 4.622 4.628 5.084
	4.619 4.626 5.081
427 4.747 4.753 5.209
	4.744 4.751 5.206
428 4.872 4.878 5.334
	4.869 4.876 5.331
429 4.997 5.003 5.459
	4.994 5.001 5.456
430 5.122 5.128 5.584
	5.119 5.126 5.581
431 5.247 5.253 5.709
	5.244 5.251 5.706
432 5.372 5.378 5.834
	5.369 5.376 5.831
433 5.497 5.503 5.959
	5.494 5.501 5.956
434 5.622 5.628 6.084
	5.619 5.626 6.081
435 5.747 5.753 6.209
	5.744 5.751 6.206
436 5.872 5.878 6.334
	5.869 5.876 6.331
437 5.997 6.003 6.459
	5.994 6.001 6.456
438 6.247 6.253 6.709
	6.244 6.251 6.706
439 6.497 6.504 6.959
	6.494 6.501 6.956
440 6.747 6.754 7.209
	6.744 6.751 7.206
441 6.997 7.004 7.459
	6.994 7.001 7.456
442 7.247 7.254 7.709
	7.244 7.251 7.706
443 7.497 7.504 7.959
	7.494 7.501 7.956
444 7.747 7.754 8.209
	7.744 7.751 8.206
445 7.997 8.004 8.459
	7.994 8.001 8.456
446 8.497 8.504 8.959
	8.494 8.501 8.956
447 8.997 9.004 9.460
	8.994 9.001 9.456
448 9.497 9.504 9.960
	9.494 9.501 9.956
449 9.997 10.004 10.460
	9.994 10.001 10.456
450 10.497 10.504 10.960
	10.494 10.501 10.956
451 10.997 11.004 11.460
	10.994 11.001 11.456
452 11.497 11.504 11.960
	11.494 11.501 11.956
453 11.997 12.004 12.460
	11.994 12.001 12.456
454 12.497 12.504 12.960
	12.494 12.501 12.956
455 12.997 13.004 13.460
	12.994 13.001 13.456
456 13.497 13.504 13.960
	13.494 13.501 13.956
457 113.997 14.004 14.460
	13.994 14.001 14.456
458 14.497 14.504 14.960
	14.494 14.501 14.956
459 14.997 15.004 15.460
	14.994 15.001 15.456
460 15.497 15.504 15.960
	15.494 15.501 15.956
