001 0.033 0.036 0.087
	0.032 0.035 0.086
002 0.048 0.051 0.119
	0.047 0.050 0.118
003 0.063 0.066 0.152
	0.062 0.065 0.151
004 0.076 0.079 0.185
	0.075 0.078 0.184
005 0.108 0.111 0.217
	0.107 0.110 0.216
006 0.123 0.126 0.232
	0.122 0.125 0.231
007 0.154 0.157 0.263
	0.153 0.156 0.262
008 0.185 0.188 0.294
	0.184 0.187 0.293
009 0.217 0.220 0.326
	0.216 0.219 0.325
010 0.248 0.251 0.357
	0.247 0.250 0.356
011 0.310 0.313 0.419
	0.309 0.312 0.418
012 0.373 0.376 0.482
	0.372 0.375 0.481
013 0.435 0.438 0.545
	0.433 0.437 0.543
014 0.498 0.501 0.608
	0.496 0.500 0.606
015 0.560 0.563 0.670
	0.558 0.562 0.668
016 0.623 0.626 0.733
	0.621 0.625 0.731
017 0.685 0.688 0.795
	0.683 0.687 0.793
018 0.748 0.751 0.858
	0.746 0.750 0.856
019 0.810 0.813 0.920
	0.808 0.812 0.918
020 0.873 0.876 0.983
	0.871 0.875 0.981
021 0.935 0.938 1.045
	0.933 0.937 1.043
022 0.998 1.001 1.108
	0.996 1.000 1.106
023 1.060 1.063 1.170
	1.058 1.062 1.168
024 1.123 1.126 1.233
	1.121 1.125 1.231
025 1.185 1.188 1.295
	1.183 1.187 1.293
026 1.248 1.251 1.358
	1.246 1.250 1.356
027 1.310 1.313 1.420
	1.308 1.312 1.418
028 1.373 1.376 1.483
	1.371 1.375 1.481
029 0.123 0.126 0.289
	0.122 0.125 0.288
104 0.123 0.126 0.289
	0.122 0.125 0.288
105 0.154 0.157 0.320
	0.153 0.156 0.319
106 0.185 0.188 0.351
	0.184 0.187 0.350
107 0.217 0.220 0.383
	0.216 0.219 0.382
108 0.248 0.251 0.414
	0.247 0.250 0.413
109 0.310 0.313 0.476
	0.309 0.312 0.475
110 0.373 0.376 0.540
	0.371 0.375 0.538
111 0.435 0.438 0.602
	0.433 0.437 0.600
112 0.498 0.501 0.665
	0.496 0.500 0.663
113 0.560 0.563 0.727
	0.558 0.562 0.725
114 0.623 0.626 0.790
	0.621 0.625 0.788
115 0.685 0.688 0.852
	0.683 0.687 0.850
116 0.748 0.751 0.915
	0.746 0.750 0.913
117 0.810 0.813 0.977
	0.808 0.812 0.975
118 0.873 0.876 1.040
	0.871 0.875 1.038
119 0.935 0.938 1.102
	0.933 0.937 1.100
120 0.998 1.001 1.165
	0.996 1.000 1.163
121 1.060 1.063 1.227
	1.058 1.062 1.225
122 1.123 1.126 1.290
	1.121 1.125 1.288
123 1.185 1.188 1.352
	1.183 1.187 1.350
124 1.248 1.251 1.415
	1.246 1.250 1.413
125 1.310 1.313 1.477
	1.308 1.312 1.475
126 1.373 1.376 1.540
	1.371 1.375 1.538
127 1.435 1.439 1.602
	1.433 1.437 1.600
128 1.498 1.502 1.665
	1.496 1.500 1.663
129 1.560 1.564 1.727
	1.558 1.562 1.725
130 1.623 1.627 1.790
	1.621 1.625 1.788
131 1.685 1.689 1.852
	1.683 1.687 1.850
132 1.748 1.752 1.915
	1.746 1.750 1.913
133 1.810 1.815 1.977
	1.808 1.813 1.975
134 1.873 1.878 2.040
	1.871 1.876 2.038
135 1.936 1.941 2.103
	1.934 1.939 2.101
136 1.998 2.003 2.165
	1.996 2.001 2.163
137 2.061 2.066 2.228
	2.059 2.064 2.226
138 2.123 2.128 2.290
	2.121 2.126 2.288
139 2.186 2.191 2.353
	2.184 2.189 2.351
140 2.248 2.253 2.415
	2.246 2.251 2.413
141 2.311 2.316 2.478
	2.309 2.314 2.476
142 2.373 2.378 2.540
	2.371 2.376 2.538
143 2.436 2.441 2.603
	2.434 2.439 2.601
144 2.498 2.503 2.665
	2.496 2.501 2.663
145 2.561 2.566 2.728
	2.559 2.2564 2.726
